1000,person,HR,副总裁,Joy,3,2,N/A,N/A
1001,person,HR,副总裁,Blair,2,2,N/A,N/A
1002,person,HR,副总裁,Bill,2,2,N/A,N/A
1010,person,HR,经理,Nate,2,1,N/A,N/A
1011,person,HR,经理,Sara,1,1,N/A,N/A
1012,person,HR,经理,John,1,1,N/A,N/A
1013,person,HR,经理,Kim,1,1,N/A,N/A
1014,person,HR,经理,Len,1,1,N/A,N/A
1100,action,HR,雇错人,N/A,0,N/A,other,N/A
1101,action,HR,雇错人,N/A,0,N/A,other,N/A
1102,action,HR,雇错人,N/A,1,N/A,other,N/A
1103,action,HR,雇错人,N/A,1,N/A,other,N/A
1104,action,HR,雇错人,N/A,1,N/A,other,N/A
1105,action,HR,雇错人,N/A,2,N/A,other,N/A
1106,action,HR,雇错人,N/A,2,N/A,other,N/A
1107,action,HR,雇错人,N/A,2,N/A,other,N/A
1108,action,HR,雇错人,N/A,3,N/A,other,N/A
1109,action,HR,雇错人,N/A,3,N/A,other,N/A
1110,action,HR,挖墙脚,N/A,0,N/A,other,N/A
1111,action,HR,挖墙脚,N/A,0,N/A,other,N/A
1112,action,HR,挖墙脚,N/A,1,N/A,other,N/A
1113,action,HR,挖墙脚,N/A,1,N/A,other,N/A
1114,action,HR,挖墙脚,N/A,1,N/A,other,N/A
1115,action,HR,挖墙脚,N/A,2,N/A,other,N/A
1116,action,HR,挖墙脚,N/A,2,N/A,other,N/A
1117,action,HR,挖墙脚,N/A,2,N/A,other,N/A
1118,action,HR,挖墙脚,N/A,3,N/A,other,N/A
1119,action,HR,挖墙脚,N/A,3,N/A,other,N/A
1120,action,HR,雇用,N/A,0,N/A,self,N/A
1121,action,HR,雇用,N/A,0,N/A,self,N/A
1122,action,HR,雇用,N/A,0,N/A,self,N/A
1123,action,HR,雇用,N/A,0,N/A,self,N/A
1124,action,HR,雇用,N/A,0,N/A,self,N/A
1125,action,HR,雇用,N/A,0,N/A,self,N/A
1126,action,HR,雇用,N/A,1,N/A,self,N/A
1127,action,HR,雇用,N/A,1,N/A,self,N/A
1128,action,HR,雇用,N/A,1,N/A,self,N/A
1129,action,HR,雇用,N/A,1,N/A,self,N/A
1130,action,HR,雇用,N/A,2,N/A,self,N/A
1131,action,HR,雇用,N/A,2,N/A,self,N/A
1132,action,HR,雇用,N/A,3,N/A,self,N/A
1133,action,HR,雇用,N/A,3,N/A,self,N/A
1140,action,HR,解雇,N/A,0,N/A,self,N/A
1141,action,HR,解雇,N/A,0,N/A,self,N/A
1142,action,HR,解雇,N/A,1,N/A,self,N/A
1143,action,HR,解雇,N/A,1,N/A,self,N/A
1144,action,HR,解雇,N/A,1,N/A,self,N/A
1145,action,HR,解雇,N/A,1,N/A,self,N/A
1146,action,HR,解雇,N/A,2,N/A,self,N/A
1147,action,HR,解雇,N/A,2,N/A,self,N/A
1148,action,HR,解雇,N/A,3,N/A,self,N/A
1149,action,HR,解雇,N/A,3,N/A,self,N/A
2000,person,SALES,副总裁,Matt,2,2,N/A,N/A
2001,person,SALES,副总裁,Julie,1,2,N/A,N/A
2002,person,SALES,副总裁,Mike,0,2,N/A,N/A
2010,person,SALES,经理,Kitty,2,1,N/A,N/A
2011,person,SALES,经理,Oliver,2,1,N/A,N/A
2012,person,SALES,经理,Patrick,1,1,N/A,N/A
2013,person,SALES,经理,Rock,1,1,N/A,N/A
2014,person,SALES,经理,Taylor,1,1,N/A,N/A
2100,action,SALES,馊主意,搜索引擎,0,N/A,other,3
2101,action,SALES,馊主意,在线视频,0,N/A,other,3
2102,action,SALES,馊主意,电商平台,0,N/A,other,2
2103,action,SALES,馊主意,打车软件,0,N/A,other,2
2104,action,SALES,馊主意,团购软件,0,N/A,other,1
2105,action,SALES,馊主意,垂直电商,0,N/A,other,1
2106,action,SALES,馊主意,在线旅游平台,1,N/A,other,3
2107,action,SALES,馊主意,社交工具,1,N/A,other,3
2108,action,SALES,馊主意,共享单车,1,N/A,other,2
2109,action,SALES,馊主意,在线博彩,1,N/A,other,2
2110,action,SALES,馊主意,新零售,1,N/A,other,1
2111,action,SALES,馊主意,VR穿戴设备,1,N/A,other,1
2112,action,SALES,馊主意,跨境电商,2,N/A,other,3
2113,action,SALES,馊主意,智能家居,2,N/A,other,3
2114,action,SALES,馊主意,智能手机,2,N/A,other,2
2115,action,SALES,馊主意,手机游戏,2,N/A,other,2
2116,action,SALES,馊主意,在线教育,2,N/A,other,1
2117,action,SALES,馊主意,区块链,2,N/A,other,1
2118,action,SALES,馊主意,自动驾驶,3,N/A,other,3
2119,action,SALES,馊主意,互联网金融,3,N/A,other,3
2120,action,SALES,馊主意,大数据平台,3,N/A,other,2
2121,action,SALES,馊主意,云存储,3,N/A,other,2
2122,action,SALES,馊主意,人脸识别,3,N/A,other,1
2123,action,SALES,馊主意,人工智能,3,N/A,other,1
2124,action,SALES,馊主意,国产芯片,3,N/A,other,4
2125,action,SALES,馊主意,国产操作系统,3,N/A,other,4
3000,person,FIN,副总裁,Zoey,3,2,N/A,N/A
3001,person,FIN,副总裁,Toby,2,2,N/A,N/A
3002,person,FIN,副总裁,Wayne,2,2,N/A,N/A
3010,person,FIN,经理,Sherry,1,1,N/A,N/A
3011,person,FIN,经理,Edward,1,1,N/A,N/A
3012,person,FIN,经理,James,1,1,N/A,N/A
3013,person,FIN,经理,Lewis,1,1,N/A,N/A
3014,person,FIN,经理,Max,1,1,N/A,N/A
3100,action,FIN,融资,N/A,0,N/A,self,10
3101,action,FIN,融资,N/A,1,N/A,self,5
3102,action,FIN,融资,N/A,1,N/A,self,5
3103,action,FIN,融资,N/A,1,N/A,self,5
3104,action,FIN,融资,N/A,1,N/A,self,10
3105,action,FIN,融资,N/A,1,N/A,self,10
3106,action,FIN,融资,N/A,2,N/A,self,5
3107,action,FIN,融资,N/A,2,N/A,self,5
3108,action,FIN,融资,N/A,2,N/A,self,10
3109,action,FIN,融资,N/A,2,N/A,self,10
3110,action,FIN,融资,N/A,2,N/A,self,15
3111,action,FIN,融资,N/A,2,N/A,self,15
3112,action,FIN,融资,N/A,3,N/A,self,10
3113,action,FIN,融资,N/A,3,N/A,self,20
4000,person,R&D,副总裁,Jack,3,2,N/A,N/A
4001,person,R&D,副总裁,Nancy,2,2,N/A,N/A
4002,person,R&D,副总裁,Chuck,0,2,N/A,N/A
4010,person,R&D,经理,Erci,1,1,N/A,N/A
4011,person,R&D,经理,Frank,1,1,N/A,N/A
4012,person,R&D,经理,Gavin,1,1,N/A,N/A
4020,person,R&D,工程师,Hale,N/A,1,N/A,N/A
4021,person,R&D,工程师,Harry,N/A,1,N/A,N/A
4022,person,R&D,工程师,Harold,N/A,1,N/A,N/A
4023,person,R&D,工程师,Hogan,N/A,1,N/A,N/A
4024,person,R&D,工程师,Robin,N/A,1,N/A,N/A
4025,person,R&D,工程师,Rose,N/A,1,N/A,N/A
4026,person,R&D,工程师,Stanley,N/A,1,N/A,N/A
4027,person,R&D,工程师,Nelson,N/A,1,N/A,N/A
4028,person,R&D,工程师,Oscar,N/A,1,N/A,N/A
4029,person,R&D,工程师,Paul,N/A,1,N/A,N/A
4100,action,R&D,发布项目,N/A,0,N/A,self,N/A
4101,action,R&D,发布项目,N/A,1,N/A,self,N/A
4102,action,R&D,发布项目,N/A,1,N/A,self,N/A
4103,action,R&D,发布项目,N/A,1,N/A,self,N/A
4104,action,R&D,发布项目,N/A,1,N/A,self,N/A
4105,action,R&D,发布项目,N/A,1,N/A,self,N/A
4106,action,R&D,发布项目,N/A,2,N/A,self,N/A
4107,action,R&D,发布项目,N/A,2,N/A,self,N/A
4108,action,R&D,发布项目,N/A,2,N/A,self,N/A
4109,action,R&D,发布项目,N/A,3,N/A,self,N/A
4110,action,R&D,发布项目,N/A,3,N/A,self,N/A
4111,action,R&D,发布项目,N/A,3,N/A,self,N/A
9000,action,N/A,解甲归田,N/A,N/A,N/A,other,2
9001,action,N/A,大裁员,N/A,N/A,N/A,other,3
9002,action,N/A,意见分歧,N/A,N/A,N/A,other,2
9003,action,N/A,并购重组,N/A,N/A,N/A,other,3
