000001,1
000002,1
000004,1
000005,1
000006,1
000007,1
000008,1
000009,1
000010,1
000011,1
000012,1
000014,1
000016,1
000017,1
000018,1
000019,1
000020,1
000021,1
000022,1
000023,1
000025,1
000026,1
000027,1
000028,1
000029,1
000030,1
000031,1
000032,1
000034,1
000035,1
000036,1
000037,1
000038,1
000039,1
000040,1
000042,1
000043,1
000045,1
000046,1
000048,1
000049,1
000050,1
000055,1
000056,1
000058,1
000059,1
000060,1
000061,1
000062,1
000063,1
000065,1
000066,1
000068,1
000069,1
000070,1
000078,1
000088,1
000089,1
000090,1
000096,1
000099,1
000100,1
000150,1
000151,1
000153,1
000155,1
000156,1
000157,1
000158,1
000159,1
000166,1
000301,1
000333,1
000338,1
000400,1
000401,1
000402,1
000403,1
000404,1
000407,1
000408,1
000409,1
000410,1
000411,1
000413,1
000415,1
000416,1
000417,1
000418,1
000419,1
000420,1
000421,1
000422,1
000423,1
000425,1
000426,1
000428,1
000429,1
000430,1
000488,1
000498,1
000501,1
000502,1
000503,1
000504,1
000505,1
000506,1
000507,1
000509,1
000510,1
000511,1
000513,1
000514,1
000516,1
000517,1
000518,1
000519,1
000520,1
000521,1
000523,1
000524,1
000525,1
000526,1
000528,1
000529,1
000530,1
000531,1
000532,1
000533,1
000534,1
000536,1
000537,1
000538,1
000539,1
000540,1
000541,1
000543,1
000544,1
000545,1
000546,1
000547,1
000548,1
000550,1
000551,1
000552,1
000553,1
000554,1
000555,1
000557,1
000558,1
000559,1
000560,1
000561,1
000563,1
000564,1
000565,1
000566,1
000567,1
000568,1
000570,1
000571,1
000572,1
000573,1
000576,1
000581,1
000582,1
000584,1
000585,1
000586,1
000587,1
000589,1
000590,1
000591,1
000592,1
000593,1
000595,1
000596,1
000597,1
000598,1
000599,1
000600,1
000601,1
000603,1
000605,1
000606,1
000607,1
000608,1
000609,1
000610,1
000611,1
000612,1
000613,1
000615,1
000616,1
000617,1
000619,1
000620,1
000622,1
000623,1
000625,1
000626,1
000627,1
000628,1
000629,1
000630,1
000631,1
000632,1
000633,1
000635,1
000636,1
000637,1
000638,1
000639,1
000650,1
000651,1
000652,1
000655,1
000656,1
000657,1
000659,1
000661,1
000662,1
000663,1
000665,1
000666,1
000667,1
000668,1
000669,1
000670,1
000671,1
000672,1
000673,1
000676,1
000677,1
000678,1
000679,1
000680,1
000681,1
000682,1
000683,1
000685,1
000686,1
000687,1
000688,1
000690,1
000691,1
000692,1
000693,1
000695,1
000697,1
000698,1
000700,1
000701,1
000702,1
000703,1
000705,1
000707,1
000708,1
000709,1
000710,1
000711,1
000712,1
000713,1
000715,1
000716,1
000717,1
000718,1
000719,1
000720,1
000721,1
000722,1
000723,1
000725,1
000726,1
000727,1
000728,1
000729,1
000731,1
000732,1
000733,1
000735,1
000736,1
000737,1
000738,1
000739,1
000750,1
000751,1
000752,1
000753,1
000755,1
000756,1
000757,1
000758,1
000759,1
000760,1
000761,1
000762,1
000766,1
000767,1
000768,1
000776,1
000777,1
000778,1
000779,1
000780,1
000782,1
000783,1
000785,1
000786,1
000788,1
000789,1
000790,1
000791,1
000792,1
000793,1
000795,1
000796,1
000797,1
000798,1
000799,1
000800,1
000801,1
000802,1
000803,1
000806,1
000807,1
000809,1
000810,1
000811,1
000812,1
000813,1
000815,1
000816,1
000818,1
000819,1
000820,1
000821,1
000822,1
000823,1
000825,1
000826,1
000828,1
000829,1
000830,1
000831,1
000833,1
000835,1
000836,1
000837,1
000838,1
000839,1
000848,1
000850,1
000851,1
000852,1
000856,1
000858,1
000859,1
000860,1
000861,1
000862,1
000863,1
000868,1
000869,1
000875,1
000876,1
000877,1
000878,1
000880,1
000881,1
000882,1
000883,1
000885,1
000886,1
000887,1
000888,1
000889,1
000890,1
000892,1
000893,1
000895,1
000897,1
000898,1
000899,1
000900,1
000901,1
000902,1
000903,1
000905,1
000906,1
000908,1
000909,1
000910,1
000911,1
000912,1
000913,1
000915,1
000916,1
000917,1
000918,1
000919,1
000920,1
000921,1
000922,1
000923,1
000925,1
000926,1
000927,1
000928,1
000929,1
000930,1
000931,1
000932,1
000933,1
000935,1
000936,1
000937,1
000938,1
000939,1
000948,1
000949,1
000950,1
000951,1
000952,1
000953,1
000955,1
000957,1
000958,1
000959,1
000960,1
000961,1
000962,1
000963,1
000965,1
000966,1
000967,1
000968,1
000969,1
000970,1
000971,1
000972,1
000973,1
000975,1
000976,1
000977,1
000978,1
000979,1
000980,1
000981,1
000982,1
000983,1
000985,1
000987,1
000988,1
000989,1
000990,1
000993,1
000995,1
000996,1
000997,1
000998,1
000999,1
001696,1
001896,1
001979,1
002001,1
002002,1
002003,1
002004,1
002005,1
002006,1
002007,1
002008,1
002009,1
002010,1
002011,1
002012,1
002013,1
002014,1
002015,1
002016,1
002017,1
002018,1
002019,1
002020,1
002021,1
002022,1
002023,1
002024,1
002025,1
002026,1
002027,1
002028,1
002029,1
002030,1
002031,1
002032,1
002033,1
002034,1
002035,1
002036,1
002037,1
002038,1
002039,1
002040,1
002041,1
002042,1
002043,1
002044,1
002045,1
002046,1
002047,1
002048,1
002049,1
002050,1
002051,1
002052,1
002053,1
002054,1
002055,1
002056,1
002057,1
002058,1
002059,1
002060,1
002061,1
002062,1
002063,1
002064,1
002065,1
002066,1
002067,1
002068,1
002069,1
002070,1
002071,1
002072,1
002073,1
002074,1
002075,1
002076,1
002077,1
002078,1
002079,1
002080,1
002081,1
002082,1
002083,1
002084,1
002085,1
002086,1
002087,1
002088,1
002089,1
002090,1
002091,1
002092,1
002093,1
002094,1
002095,1
002096,1
002097,1
002098,1
002099,1
002100,1
002101,1
002102,1
002103,1
002104,1
002105,1
002106,1
002107,1
002108,1
002109,1
002110,1
002111,1
002112,1
002113,1
002114,1
002115,1
002116,1
002117,1
002118,1
002119,1
002120,1
002121,1
002122,1
002123,1
002124,1
002125,1
002126,1
002127,1
002128,1
002129,1
002130,1
002131,1
002132,1
002133,1
002134,1
002135,1
002136,1
002137,1
002138,1
002139,1
002140,1
002141,1
002142,1
002143,1
002144,1
002145,1
002146,1
002147,1
002148,1
002149,1
002150,1
002151,1
002152,1
002153,1
002154,1
002155,1
002156,1
002157,1
002158,1
002159,1
002160,1
002161,1
002162,1
002163,1
002164,1
002165,1
002166,1
002167,1
002168,1
002169,1
002170,1
002171,1
002172,1
002173,1
002174,1
002175,1
002176,1
002177,1
002178,1
002179,1
002180,1
002181,1
002183,1
002184,1
002185,1
002186,1
002187,1
002188,1
002189,1
002190,1
002191,1
002192,1
002193,1
002194,1
002195,1
002196,1
002197,1
002198,1
002199,1
002200,1
002201,1
002202,1
002203,1
002204,1
002205,1
002206,1
002207,1
002208,1
002209,1
002210,1
002211,1
002212,1
002213,1
002214,1
002215,1
002216,1
002217,1
002218,1
002219,1
002220,1
002221,1
002222,1
002223,1
002224,1
002225,1
002226,1
002227,1
002228,1
002229,1
002230,1
002231,1
002232,1
002233,1
002234,1
002235,1
002236,1
002237,1
002238,1
002239,1
002240,1
002241,1
002242,1
002243,1
002244,1
002245,1
002246,1
002247,1
002248,1
002249,1
002250,1
002251,1
002252,1
002253,1
002254,1
002255,1
002256,1
002258,1
002259,1
002260,1
002261,1
002262,1
002263,1
002264,1
002265,1
002266,1
002267,1
002268,1
002269,1
002270,1
002271,1
002272,1
002273,1
002274,1
002275,1
002276,1
002277,1
002278,1
002279,1
002280,1
002281,1
002282,1
002283,1
002284,1
002285,1
002286,1
002287,1
002288,1
002289,1
002290,1
002291,1
002292,1
002293,1
002294,1
002295,1
002296,1
002297,1
002298,1
002299,1
002300,1
002301,1
002302,1
002303,1
002304,1
002305,1
002306,1
002307,1
002308,1
002309,1
002310,1
002311,1
002312,1
002313,1
002314,1
002315,1
002316,1
002317,1
002318,1
002319,1
002320,1
002321,1
002322,1
002323,1
002324,1
002325,1
002326,1
002327,1
002328,1
002329,1
002330,1
002331,1
002332,1
002333,1
002334,1
002335,1
002336,1
002337,1
002338,1
002339,1
002340,1
002341,1
002342,1
002343,1
002344,1
002345,1
002346,1
002347,1
002348,1
002349,1
002350,1
002351,1
002352,1
002353,1
002354,1
002355,1
002356,1
002357,1
002358,1
002359,1
002360,1
002361,1
002362,1
002363,1
002364,1
002365,1
002366,1
002367,1
002368,1
002369,1
002370,1
002371,1
002372,1
002373,1
002374,1
002375,1
002376,1
002377,1
002378,1
002379,1
002380,1
002381,1
002382,1
002383,1
002384,1
002385,1
002386,1
002387,1
002388,1
002389,1
002390,1
002391,1
002392,1
002393,1
002394,1
002395,1
002396,1
002397,1
002398,1
002399,1
002400,1
002401,1
002402,1
002403,1
002404,1
002405,1
002406,1
002407,1
002408,1
002409,1
002410,1
002411,1
002412,1
002413,1
002414,1
002415,1
002416,1
002417,1
002418,1
002419,1
002420,1
002421,1
002422,1
002423,1
002424,1
002425,1
002426,1
002427,1
002428,1
002429,1
002430,1
002431,1
002432,1
002433,1
002434,1
002435,1
002436,1
002437,1
002438,1
002439,1
002440,1
002441,1
002442,1
002443,1
002444,1
002445,1
002446,1
002447,1
002448,1
002449,1
002450,1
002451,1
002452,1
002453,1
002454,1
002455,1
002456,1
002457,1
002458,1
002459,1
002460,1
002461,1
002462,1
002463,1
002464,1
002465,1
002466,1
002467,1
002468,1
002469,1
002470,1
002471,1
002472,1
002473,1
002474,1
002475,1
002476,1
002477,1
002478,1
002479,1
002480,1
